,answers_id,score,comments
116,1cb59b3ebabd42c4885437546d900780,1,1
117,a81a6d47865c4c88b61d1198b976714d,1,5
118,dae15debfe204d3c908d91adac15756f,0,1
119,483ed3f53f05429a9c045a42fdd1d60d,5,5
120,799f7674c1fd442ca7e6f98a2d9225f5,3,1
121,4e4f804b65dc45fbb6e29de5db274d0e,7,4
122,d49266959e0644df8c0e6a0f8b62eae6,2,1
123,6d2989a575d64b1089b8b90700a37a70,2,1
124,2906ca8b6af74d739c32a8944022090c,0,1
125,5f60bf04681248178242208fcc54254e,0,1
126,165eec1a177b48fbaa5c5f38b062a6db,1,1
127,ffd76f9b8b13430eb4fe6788c2b1b0b2,2,2
128,2d79e5b22b774ea989375155659df500,2,1
129,0b7a434694c047eeaeae81cc63f2e0da,4,2
130,282640d574344d0fbb79a1a364348457,1,2
131,490f211ff2874a24a0ec8664e590accf,2,1
132,bc5b3c94f6854a6a9211f30ce1c052f8,3,1
133,37ed71742a5844de97146d12da2c8729,1,2
134,6f3af43f79c344c4aa79bcda9b29ff08,0,1
135,d282bc1a75e04b7688a1b1b654d96a76,0,1
136,d0388adf192c4683a1d9a079f88fbd52,1,1
137,e4af6d3eeee0496f90b28d223ff279d3,4,1
138,5beb92ced7f149dcad9826438f71fdaa,1,1
139,b5cf031eca134289a5691691c2e8097f,2,1
140,6ff86c6d4a2046e7a1de43ea414731a7,3,1
141,9f8f3b76b3a84c458920e710fe3f854d,1,1
142,1efd85f9e6ef44408758ea11236065a5,4,1
143,eb00049a353341ddb604e9db07e3cc1d,3,3
144,a071915a90ff42f7a06cd861a4ac81be,3,1
145,4d4fed18596a494480c6aabd7e69889b,1,1
146,b107e49a0b61474b94ac0bcc91867a41,10,4
147,bff528ff5a4843d1ad0f62c6312ec28e,1,2
148,d7ccd7bece7e4e48bdd1c3c23b4053d0,2,2
149,eb6961ba876240c1b92f732fdbae913d,4,2
150,c64d083e0df74b9d8f1680aec42c45cd,13,1
151,5932eb5dc2064f9485b4776e47d96fba,0,2
152,72855a119f074bccb6562c9971afffb9,3,1
153,66542a82e5b44fe8b64ce8e9f4eba802,2,1
154,5b3f438f3fe748de9b925323f3a4e2ef,1,1
155,a19278b7023e4ee1b6c7da3cc55c9246,0,4
156,3147b169cd4a4f71b9db4bc28ed59573,1,1
157,d081943d0aa6427fbee13a3bc31d4207,1,1
158,e3d25513cea84d7f98ec4e215e0e0095,1,1
159,a830ea5c62df4bb5bd9bdec5de5eded2,2,1
160,7a61eba8cd2d4ce3985f02b572a6a18f,2,1
161,2f93b0539c574844bbfbd80c266ac11d,5,1
162,b219cf4371e94a808490ce6b7ea1bb72,2,2
163,6560187121384a9b86c53784b5d50637,1,1
164,9a2997e6ddd94c8b9a2bc00044c434d0,0,1
165,a9037a6f0bd546ccba8d0b1e7c4a5574,0,2
166,c5942c9fc2864a7695bc8fea7ddc3912,4,3
167,3d56d36b5e644d079d0d7ada4bdcddcf,2,1
168,9a42082c4b4f4a7fa8f1ca9bebd6822f,4,2
169,bf4d40c908474bfc833c0d347ad5152d,3,5
170,b33a45898a434e88a7436f0cc4aeabc0,2,8
171,a61eead9bc3942908867f5fdb6b82315,1,2
172,27d320b3a8ae4e6c95f872a1e3256ca5,2,1
173,2f7c23bdac7740e1ab974c1ba1617ac0,0,1
174,63b7a06323ee4d578a37cf780debfa58,3,1
175,ccd0bc58a6e845cdade8270fb6782e65,1,1
176,64e04f13472d4db390dc8b7f47c7dde7,2,1
177,de4d7bd05f6f494385dca49068bf807c,2,1
178,69e680245e9a430c85b2e2640264d024,1,1
179,ac1f842f48394998a3fcc0ad2d7e8c3b,3,4
180,12425808ef894574a149c7147bad5efd,1,1
181,9006ffcf0f9c41c68e25472c7451f3fc,3,1
182,aca361e2268a468ba9ed01e6ff540e2f,1,1
183,e06152476f714bcba83374cb57dd2acf,3,3
184,acb52b598a5044a0a48b0e73f9b891d9,2,2
185,d9adda6a098d4485846f9bea920f51e3,0,2
186,d047182600224157ae516e2c2a6af4de,1,1
187,52234bc51aa3439b80ab63c15f62d090,1,1
188,be90ed1e25bc4a8f846e9ea0fcfbc3fb,3,3
189,f8149310043d452c841b0a6baca7f77f,2,2
190,2fea2105a4d3445f9d198032e532b26b,0,1
191,f643448b6334415697696da3af21307e,1,1
192,a310dc0e090a4a618b629b25773f0f68,2,1
193,eb40db65615c4dabb886d3790e32e278,6,7
194,e499dd50cd1a455f84f27aaabd1a2c19,1,4
195,883637b8be354aaeb9cc7511b1b5704b,1,1
196,c93067c752b24acf8087cea17d101ab9,7,4
197,d81499f78d60420a9e4d6ca99af2b6d5,3,3
198,5662824f36774a37a38cd4aa04d8573c,3,1
199,aa090ce3d99944e6900959d914c0a7c0,1,1
200,624e8f672c79466b8a3bbb85c7d1c47d,2,3
201,79e632e2223e42818b668a66d11903e4,4,4
202,5da6f00161524bf699b3714a26d54c26,1,1
203,93cd781b567b4bf79407fee147a72cb9,1,1
204,ae8d6e375f804c698c324def1a3bf4f9,2,4
205,7f479cd7140e4954b838d7197b7791c3,1,1
206,75c3bd8f5f47492ab7a8256ee6f7ae1b,3,3
207,f18d7fca363d4b21a81e6683c5a86b96,1,1
208,a836064f4eaf491eaeb4142e8d4cd752,3,1
209,8dcb0fb92f2f4a658857da2d1bbd1678,0,1
210,ec23f318f5e34bef8f8dd6eadaf756c2,2,1
211,f46ad30f5220449f9ac36f66f49ba310,1,2
212,947aed51104c4fc6927b8b976a23daaa,1,1
213,974c23eafd2643238fab68615198b27a,2,1
214,fead5429ccd14d14a66b8f54dea53228,1,1
215,71744897368a4dec891a401ff78e63bd,5,5
216,c61502e1d8fa4df394f77e365096b27e,3,1
217,026de338c3574f17ad0f5898527b5698,5,1
218,b5ad68eff41447d2a353886f57933def,1,1
219,852e2a3f132b4d5482b0646dcf439f0c,1,4
220,e3697170e1b1425f9d149cce1415fffe,2,2
221,286cd6bcf58842a58ff66b132b3d4ab6,2,3
222,7a4c9f12a3b34c43bbfaccdf925080f7,3,2
223,db903b37d4d243969e3a9087f366fa82,1,1
224,b8c30745a99f41eeab5881d72d4e2ca0,1,1
225,1103b7d2923f4497acfd958f22ff486a,8,1
226,edcf21214e78423496172906aae814a3,1,1
227,fa1c9362e7d94d999632cc9a0b0bc5c6,4,4
228,e84906bc4dd84e9ba2d4d47ab3928f4a,1,1
229,72798b8492314e12980a1503633d6569,0,1
230,af8eaaa92607425ea9e42f938d11f0eb,1,2
231,bd9592a576584598ab8f0db9217f5080,1,1
232,a3a1ec0675ff46cda33a41c736bf807b,0,1
233,dd41ab53764b4fc89bd3a4fecf7a7e53,0,1
234,fd1928c9550741ec84b6867c2cefe4e5,4,1
235,645ca4c076284f01b1061c41326afaaf,1,3
236,4f7043058c3c48649fd9417d251aa600,4,1
237,a8d22a58fe2b49b1b1fb3cf69c964216,1,1
238,e30f41777fe84ecfb0480556463518de,2,1
239,357f1e344b854d74ab0a159481424972,9,4
240,250285f029f94763a9d605758f5488f4,4,4
241,feaaa1c444bd4f739431f69a63720989,2,1
242,e1d9275bad6449f58ae18858a21ae32b,2,1
243,f3daf31d10144185919e73c6942759e4,2,1
244,8301d6d161ba442dbd9ffae0401d5052,0,1
245,ae6cb513eea1439f89edd77cc527a2ab,3,1
246,767ef72177a449d99089501620c063b2,5,1
247,667fb7cfa5ec43b89bd31d220c82ce64,4,3
248,27e06b7c1fa340d7b91acf2ab1e58fa0,1,1
249,93e0747fe83c473d94725fb2f44c625b,0,1
250,2c3f24b7d38f42f1a5aeea607878d196,4,4
251,813d6e0f874e41a5af3623da8e839d13,6,1
252,c82b73e8e5e7467181e2b6dde7261888,2,2
253,be3b9df3bd6b4042add4b1570dd97caf,1,2
254,e7aa1d0e35f74c0dbec7513e5bd6d76a,0,1
255,d1779d343ef34fa4a1be7e3a9f7229f8,0,1
256,46bf3c8e603143449706d4344b1315a4,4,1
257,aa9952d1854d4e5696ebf94f413cd7d5,1,1
258,2d08aac0fa2a4f69b914ba9c6b75c5eb,2,1
259,828eeb492a474b6b861993c5d6036b62,7,3
260,925476dfa0414f958faf19cd173896c7,3,2
261,dcb7a6fc2c584c72b433e9b15486a5f9,2,1
262,a4936263b19243268d71fd99f98a7fcc,0,1
263,867ef0b571c54d43b40d3aea8756ed69,4,2
264,9592b2ccd7664819b62030288277ec3f,1,1
265,0c67f67480d24e6cbaf3a2696366fab9,4,4
266,026e22bdefc245029ed1a663a2c9afe1,1,2
267,1800b3dfcf214faa81991192f10fecb5,3,7
268,163d3f7cae174898823c47845d052dbb,1,1
269,e406d9444e5b416a8a0c4737ccb5a7df,2,1
270,7d0d05a025b544c48ae7a245d55777e2,1,1
271,1071e9b2edf044d1ad21232748da5d33,2,1
272,266dccfed0e44a91b84f3e8736757a5e,4,1
273,09f500d492664aeb9c8e9de3849c773e,2,2
274,0e524410d08a43c88eeacd19f1abcdb6,1,2
275,b78c70584540428287352d7e144780e2,7,6
276,d9a97af29a1646f7961f0fa3900ef859,1,1
277,231fc3e19860422a820a8348db08146c,0,1
278,da8d4ffa73be492bad0b4e4a336b9942,2,1
279,a070770756e444a783cce12c56e294ee,2,3
280,cfd863d1865b4e60b2f9b72607b4cff0,2,2
281,cbc912e669ed45a1a486c136d85ee36b,5,1
282,69f4846f1bd2491d9e9972bef47081d9,0,4
283,863444b957f9420bae99b444d32cb38e,3,2
284,4ee8a252272c420681253df544c51664,1,1
285,e33ddad084124408ad392eaab5728254,5,3
286,043e7f1e83374f3bad0beed6459fab53,8,1
287,3993ea0cb8814d5a94e03300fbe28cf8,1,1
288,3bdc87536e8b4e7fa3a91464e0d82a6c,5,1
289,46687622cd7842db89b7f3fab580ccd6,0,1
290,befbea626c61462dbd585e46c80c1a55,3,5
291,a87dc3f96165420dba30a41b894d71f6,3,1
292,fd782d2fa3d74c148407dc80983477d0,2,1
293,25a05f17f0174379b7c977014d92d452,2,3
294,e4270a3b00e14b468ffd6aa40c195d7d,10,10
295,a4b11cad629d45caae4cbecc845fc562,3,1
296,dc18ae1fecb5424e894036b32884abaa,5,2
297,cf5ba241ef6a4a9384d0b951503d9aa1,2,1
298,b7fbdb8296d842b4992cbd05b7f8cdd3,3,1
299,e56e4609ad7a48c69ba7547eb6b16121,3,1
300,c9d5fcf32c4d44b0beb4b2aa41073423,2,1
301,5eadadac3c67454ea59e0de29fe2492f,1,1
302,0a74f48165dc4d14bb448870009ef9d9,1,1
303,2dd3e1cda0b24b17b2e5f29458a7bceb,1,2
304,58435169bb7c4a068677a567a730e05e,4,2
305,cd926e466a05466aa1873ecf7ba91ee1,4,1
306,57221cb87f9f4675bd207c5cd1d374a0,4,2
307,af84cbddf8c242e3b1c8ab0c491ba732,2,1
308,e1c7dc9cd3184d61bc2f595564f0fcdc,2,1
309,33b2799ee1424f26a02edf9a748eeda3,1,3
310,0f94fe62a616471c87c9d990d48d88b3,2,1
311,7999171f42394ad4af5e29ffb2be28a2,1,3
312,91fa52079133429fbc1b7ce6e00e350d,4,1
313,e82f86988bc24195881a2d44c90283bc,4,2
314,daac6a79501846e0b8bc1d1b940265f1,1,1
315,e3b8de6c7b2c48629995670ebf52d24b,2,1
316,5c25ccbda0744570adba6645e069c095,4,1
317,8918374c2b00438dab184e19e6f3dd86,4,1
318,e552b4d9c8cd4491afe9614f4dd8f02b,1,1
319,3a97b0e94db54ee9b34eb2456809d49a,1,2
320,7385a0a3c7d2411e8ef4c81951b7008c,4,3
321,4667987f82e14aebaf00f787046ac71c,4,1
322,49348905b9084649b7220bab85834a34,8,4
323,2d8246aca5cb4bb3bc55cc47c55b99cc,9,2
324,dd70889abe7b4925a9f758b0b7fef208,1,2
325,f224211c877c49c6bb5983de1738bd96,2,1
326,031029e030f04372bbb5bc56a62f1b81,4,1
327,5333729184f84d99b73d5e97db244d3a,4,2
328,c71e9fa5952145eeabd3b8713fa2a8fc,4,1
329,f57f887488ca4c6f9fc3d3ada94a99d3,1,1
330,f671b3b0174e4256be5484a68243eff0,1,1
331,6ac217c616954e40bfb9c2fdd3c2b67f,1,1
332,6381b75bc7454bf6b9197736bc731c68,1,1
333,5fbeced70afc4b518c43b8484540fde0,2,2
334,657762e24760459fb677533ed9ff1f3e,2,3
335,3a4579bacc294af3922871677cb14ad3,1,1
336,70a405175f1c4be78419452c27831bc9,1,2
337,29304ed6c53c4a3e9811c5f7b336f2df,2,2
338,61255d0703eb480e94645ae995767e63,5,2
339,2c9d9fef19634b419d71b02a46df51f2,3,1
340,41d209115d744c0ba8116daa373e68b7,2,1
341,b50f944030ce4ac9913144952e15aa2a,4,1
342,a54df223999e4e24aee1d4c8aa87f6f4,3,1
343,6cfe278a3cef42d5b386c8badced675d,13,2
344,bd2f3a0d246648e498ef39c8256c11d5,2,1
345,27f0b7d319a84fc8b9e340c6ea4b01cd,8,2
346,46a8b6b1cdd649a5ba9128cba4514835,9,3
347,0bff5d09732c491795eb5c0aa3f7ee6e,6,3
348,223c7f8539e946da9850fe73ed7fa2c3,1,1
349,9bf2053d2c1549f5be5513e8fe017509,2,1
350,5d79a6c8e2734a7c9bf2febcdca30c5d,1,1
351,7dbe49a191e643f98b391757295ea890,7,1
352,968e26640efa4811a8614ffb080f545b,3,2
353,6c03e2060d2b418bb2b3dbd88971cf09,2,1
354,a6cb6fbeea3b4735a89017064d3597c8,2,1
355,1f19cb57d9fb4be7bc5159ccb6a29362,3,1
356,113fa3c2600e42b48b8d51238381d462,2,1
357,c19224568c644748b8072e8ea60ea35e,1,1
358,1c33c6faa51d42ab990f92d4209d4f1d,6,7
359,df0eeac6921f423cbc5b2f6e52f43f23,3,1
360,f2cde587db5a40b6bdf6e465b55b4c33,4,4
361,cceaea7678224687a8f61a33f402c56d,6,1
362,e8eb8e0705c94e9e81e131913a62a2b2,0,1
363,d8619298b6664681b7c1aa6567032071,2,1
364,2a44b6ddc19b4b1c9f5acad604859bab,1,2
365,9a9eb1c083224172bff40127c40820b2,2,1
366,051cef9bff7a4d0d976d9e2943b21846,1,3
367,43e15800260a49b1b83818314290cf1f,1,1
368,6ad4aaad71074138843fa19ebd873d73,4,3
369,09d88f27036044548dd789aee38fc277,5,5
370,527c42e61e2c4e83afcd88a777e5582a,4,4
371,c89dd9fcdf76440a9b65f1b3e9fdf02d,1,3
372,f9542057bb78480a838dcaa244226abd,0,1
373,391dd6e23cfd4df29e06b22fb56a2e7c,1,1
374,b097368433274c679676b80930ee0486,0,1
375,bbba1c5433c64d23a4d3895095843d1c,1,1
376,69c1409194964b8c92aa5a08aa3a6c53,3,1
377,60af05b257c24aa2a85ef33c8e1b7f04,1,2
378,98d9e88070a34a46882ae7e8d5a36e36,0,2
379,19cb5cb966ff49d584af53997ad9c23c,4,3
380,f5046bbe0a574e2e9ceffea62a80e465,1,1
381,4992c44a5e704312bc67ec76aa1a57ab,1,1
382,3f52a29b7686433b8dcedbfb1758a203,0,1
383,3bcc50eb0b7f45f9bc541976f5d387c6,2,1
384,88c25438575b46e3851aa145e234fd59,1,1
385,6cbfe5906b694d56973f7592a37a7267,1,1
386,8fcb08db53434d4f8e04fa916fae9e3a,0,1
387,fcafc89595944cc48d46fb5b1ffae83f,1,2
388,3157e2f519f640dc9a4475479057fbaf,0,1
389,f6dfda79f8ac41c4854139d2c7d7f863,0,1
390,212f9b6e08104bb4afe736466c837b5e,2,1
391,a4ff5ee6bc204cf9a3cf1f4d4bb8354a,3,4
392,99029161b2bb4183b3164bf72b663edc,2,3
393,07b5f576156d4dbbacb41b128b3e14a5,0,2
394,e851609f2f6d4b0badad0db2be95ea66,8,1
395,c32eb60e89474aff9c8ea743b991edc6,2,2
396,a82460b9a4f84239b9554ecc2ced91d2,3,2
397,1dc5ca48342d4fbd868dd17cbe115c47,3,1
398,b63ca6f29a5245c4b8a71cecad17389d,2,1
399,9a3c213916c84d8ea0d3270c2d759cc7,7,1
400,a06b99a371094a31a1d2f19539ee8c65,2,1
401,acee243cd9f3447a9b46168eb04697f1,2,1
402,f86a3ee26444487eab9e5e742d8fd21b,2,1
403,20d011c0676545dd8b4bf88e4c8f2214,2,4
404,30135a56df034728b873cc06e91ae3db,2,3
405,9018e55caad2448aabc69494d22fed44,2,1
406,dad4092ec09542889e2f567934d97759,2,5
407,6586a0460a844ae483ecd5a4a87a9002,2,1
408,40a2a68630ff4e0098abcf566d1820e8,2,1
409,3a339b136f3a4e5fbe5190e26c65d47c,1,1
410,d4fb3091015a44428b5acf4e5947232c,7,5
411,aa910cebb75b4f0d86754f50a29e0c33,7,7
412,94a336d2351840d6bd2e84ee4b62575f,3,2
413,27c4873a84e947e39dd8833a050238d9,3,2
414,674ffc58ff564929a2bbace08a4efb9e,2,1
415,126226be6f404fe98fa50bfcc23a2463,2,2
416,8c34186744ac45febcdd448abfad967d,2,1
417,25e8ff0e44364c89b31daca4dd71d8d7,0,1
418,8fa805f802ae4702974793bf88b75884,2,1
419,5043b78a14a24b8d9100acceb461d7dc,1,2
420,436d9df700a240cbae4d86f9102aa77a,1,1
421,f501dace9ed64ee38665d787c1619fbf,2,1
422,e19b651ca1c84723a319cf4b28caec38,3,2
423,afb416d34ead4459af0c4ee17853c41c,2,1
424,07a66f41fb7e444d89b68a4d241629c2,2,1
425,14888435e382412088e2a50c1214c2b9,4,1
426,954efc1fa9a848fbbf16e1c67cc7d6e8,2,1
427,a711ac08a1cc4ef3a0a218b719a3a2a9,1,1
428,8534f424cf85495cbe951e153671f57b,1,1
429,02128302a85e49c6986c3305d8ceb68e,0,1
430,7cce431d0c4a4e6c8c9f9a8350b645b6,0,1
431,eb0a5e5027e445079114352d8fac608c,3,1
432,06209397b3ed4825bd7ca4596e8ecc3d,0,1
433,48d3bed5c3d6453eb29f9da15e71d069,0,1
434,222507c7313541df8ef11141ceaec4d6,2,1
435,e4c6c6cf59014b8893fd470ddddbb7ee,3,2
436,040e7c2a6ca645c3b56509e8ba9b1852,3,1
437,26b143bac1bd4578b38f619b47f80536,2,4
438,28a9e05143ac46c2bc529230b4c83850,2,4
439,252cb9ab326944c497fb8bd5c4ec4733,0,1
440,bd6a8dd6dddd4915beb099a37c24fbff,1,1
441,7c0052071d0342bf99595e76c67bc04f,0,1
442,30675d67ec0e48578d9c32aab4a22225,1,1
443,02c7660bcfdf46619b482a40a066a0bc,4,1
444,5c1180a80901443c9da8bceb191e596d,1,3
445,e0d0a0b3bf5a4d488c4c6bc25d588dcb,1,1
446,955487fe8e34450db41c1d11d9c80e46,2,1
447,9e394020e1c546b0b296dba7f8d3e75a,0,1
448,aed8b3172f9248f0b944bcaa11190dfb,2,1
449,663b0565c6f8466aa42eb753c1affa22,0,1
450,f6ab9b1bea0f45249f189fc527d06bb9,0,1
451,14d84e768c3649298293e7cdedf57532,3,1
452,25ccb1ad082a4549879d96f1d0ffef3f,2,2
453,0325cb913c6f4e818eccb81104699c0a,0,1
454,f8f9952b132640a598063e7f64887ee4,1,1
455,cd689a251f644cef9d2f064691b7ba48,0,1
456,2d12737d645a4799ad29527ef89e2d93,2,2
457,57b3c56d384a41adbe25cbdb3c0f9aaf,0,1
458,9d1bdc3dc1004eec9583880d465b9352,2,1
459,6f8ee0bfedd948538edad60c36e1b191,2,7
460,a8e03d7417914193a1ccc99f1840398b,2,4
461,548bdd248c494777a181f6ec3a8a2405,1,1
462,9a91816385ef45668fa5ebbaaa24f969,2,1
463,c6bd3d5bcbbf477e8924c852642f8041,2,5
464,846c74e14c58475dafe7582e3fa90555,0,3
465,908b1117393640fab039495674f06631,0,1
466,3c470cf1a01b4eed90dd12d1451c2a63,0,1
467,b349887f89b24bc89c20448c91f88c65,0,2
468,057e28ef9cda40c19b42ed197a1bfcf3,3,1
469,4e0020a6191b4f90bc21173537be71ff,0,1
470,7e2984d6917a4ce38196e739e6cf2893,1,1
471,fde5f9a0abc84d4d8e8b3b4f1ccd01f0,0,1
472,b0baba990adf4acbab32cbc0985a8574,1,2
473,82dd247f115e412c8821a321ac6a0a9c,1,2
474,62fb9d7e3dd241a782edf4e143f20ef3,0,1
475,41b7aa68d375481fa334ca437d7ebf32,1,2
476,709410cb3e284b3db7f4bac07afb11f2,1,2
477,87a2b258296e48f7b2185a334dc93194,0,1
478,3ad9e939627d4207b1a01bdabb64aeeb,1,1
479,35d0072b95814d499ef8018eeee63824,1,2
480,c7b063620c874350b5cc8c01e0e29a26,1,3
481,3829d460e387448095974b0114f2343d,2,1
482,a2e71a8138064016b09d2344e86b0463,2,3
483,f271a1cdf1cb49cf91445e32c2aa8acc,2,1
484,2207dd8498624a54a4292ea79f2de546,6,3
485,ed8164c4bd9a4dc8b4378170cdaaff0d,1,1
486,9256960f9daf42c5a0f164f86c108afa,0,1
487,93ab00993c3f408aa9559ddc7695e774,0,1
488,2daed0326f1f440785b5c096575fd200,2,4
489,5c16085f248d4b6bad95ea79fc90a537,4,4
490,660029998e1140ed982ced46e87cefbe,2,1
491,c386f95a170e49c99d39adcd4131ab4b,1,2
492,c3feabfbbfbd4031a1d7c7c31f41ce36,0,1
493,31a0cb179a184ccb955549c4148c9a0f,1,1
494,7dabb21f0dee4f4e8b688ff084e6f7da,0,3
495,bc0420230fe94c0ba1226ce752ba984d,4,3
496,e95f4d40e6964b418907f02b95eca785,1,3
497,038ee63d913a4b0fa64896f1e9c1b5e8,2,2
498,1a994ad972a94fbc97b1640582137a26,1,1
